timeTick, roll, pitch, yaw, accX, accY, accZ, baro, m1, m2, m3, m4, thrust, vbat, otX0, otY0, otZ0, otRoll0, otPitch0, otYaw0
238792, 0.6170981526374817, -1.000895619392395, -13.259791374206543, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0.17792093753814697, 0.22283925116062164, 0.06000759080052376, 0.011926549661635163, -0.015882767248797336, 0.03675842379298966
238802, 0.6173999309539795, -0.9994906783103943, -13.26050090789795, -0.01898171752691269, 0.012170474976301193, 1.0010175704956055, 0.724517822265625, 9362.0, 28835.0, 32767.0, 9362.0, 0.0, 8.33057975769043, -0.17792922258377075, 0.22285065054893494, 0.060010697692632675, 0.013932877964543745, -0.019901307409696756, 0.03463773734800015
238812, 0.6158189177513123, -0.9971705675125122, -13.26120376586914, -0.014209577813744545, 0.01079657580703497, 1.0024217367172241, 0.724517822265625, 9362.0, 28835.0, 32767.0, 9362.0, 0.0, 8.33057975769043, -0.17810402810573578, 0.22300449013710022, 0.06034126132726669, 0.058986198794981966, -0.06323463062412316, 0.03345034820807155
238822, 0.6165054440498352, -0.9948441386222839, -13.261266708374023, -0.013985163532197475, 0.0106150321662426, 1.0019035339355469, 0.6999053955078125, 9362.0, 28835.0, 32767.0, 9362.0, 0.0, 8.33057975769043, -0.17793430387973785, 0.2228449583053589, 0.06000824645161629, 0.00745283641875446, -0.023950650073885527, 0.03691476523979821
238832, 0.6154878735542297, -0.9945680499076843, -13.263311386108398, -0.0148989362642169, 0.00974873173981905, 1.0011006593704224, 0.6999053955078125, 9362.0, 28835.0, 32767.0, 9362.0, 0.0, 8.33057975769043, -0.17791898548603058, 0.22283536195755005, 0.06001383066177368, 0.019107609331267282, -0.008126484247100052, 0.036802264250062514
238842, 0.6154444217681885, -0.9954317212104797, -13.26345443725586, -0.01638181507587433, 0.010236255824565887, 1.002331018447876, 0.72998046875, 9362.0, 28835.0, 32767.0, 9362.0, 0.0, 8.33057975769043, -0.17793312668800354, 0.2228495478630066, 0.06001873314380646, 0.016030873782336797, -0.021719578600311706, 0.03091381872088537
238852, 0.6146748661994934, -0.9954707026481628, -13.26411247253418, -0.018343258649110794, 0.00969855859875679, 1.002854585647583, 0.72998046875, 9362.0, 28835.0, 32767.0, 9362.0, 0.0, 8.33057975769043, -0.17792768776416779, 0.2228516787290573, 0.060008756816387177, 0.023390652927411628, -0.014431662986964966, 0.03579237237779576
238862, 0.6146386861801147, -0.9956594705581665, -13.264423370361328, -0.01694035530090332, 0.008889568969607353, 1.003081202507019, 0.7573165893554688, 9362.0, 28835.0, 32767.0, 9362.0, 0.0, 8.310744285583496, -0.17791852355003357, 0.2228565365076065, 0.06000062823295593, 0.016476159915012785, -0.022422388919835612, 0.03563670201250673
238872, 0.6154395937919617, -0.9954348802566528, -13.26446533203125, -0.015158919617533684, 0.009694350883364677, 1.0025776624679565, 0.7573165893554688, 9362.0, 28835.0, 32767.0, 9362.0, 0.0, 8.33057975769043, -0.17793188989162445, 0.2228386104106903, 0.06000445783138275, 0.012400327390594032, -0.019884447390666082, 0.03449287049655245
238882, 0.6152428984642029, -0.9967036843299866, -13.265195846557617, -0.017710590735077858, 0.009313741698861122, 1.0026990175247192, 0.70263671875, 9362.0, 28835.0, 32767.0, 9362.0, 0.0, 8.310744285583496, -0.17792928218841553, 0.22284828126430511, 0.06001659110188484, 0.009982451367638012, -0.016604901841731134, 0.02371639171611576
238892, 0.6168642044067383, -0.9978312849998474, -13.264836311340332, -0.01771925762295723, 0.011271228082478046, 1.0019689798355103, 0.70263671875, 9362.0, 28835.0, 32767.0, 9362.0, 0.0, 8.33057975769043, -0.17810873687267303, 0.22299033403396606, 0.06033134460449219, 0.054469537088962315, -0.062456118611748934, 0.038036260518884236
238902, 0.6166279911994934, -0.998700737953186, -13.265222549438477, -0.016233569011092186, 0.011483479291200638, 0.9999650716781616, 0.697174072265625, 9362.0, 28835.0, 32767.0, 9362.0, 0.0, 8.33057975769043, -0.17793035507202148, 0.2228439301252365, 0.06000601872801781, 0.014090696224074392, -0.019825745932536165, 0.03340230887360827
238912, 0.6174028515815735, -0.9999709129333496, -13.266488075256348, -0.019069083034992218, 0.011182179674506187, 1.0014286041259766, 0.697174072265625, 9362.0, 28835.0, 32767.0, 9362.0, 0.0, 8.33057975769043, -0.17792309820652008, 0.22283460199832916, 0.06001857668161392, 0.017911639430783933, -0.017707632270287377, 0.03247307323243417
238922, 0.6177783608436584, -1.0015918016433716, -13.267029762268066, -0.018442217260599136, 0.00982308853417635, 1.0021408796310425, 0.6807632446289062, 9362.0, 28835.0, 32767.0, 9362.0, 0.0, 8.33057975769043, -0.17792505025863647, 0.2228485345840454, 0.06000646948814392, 0.015222588094171693, -0.014276819731833257, 0.03524017633117852
238932, 0.6168938279151917, -1.0023213624954224, -13.267245292663574, -0.016892582178115845, 0.011302441358566284, 1.001818299293518, 0.6807632446289062, 9362.0, 28835.0, 32767.0, 9362.0, 0.0, 8.33057975769043, -0.1779153048992157, 0.2228427678346634, 0.05999850109219551, 0.024918048201096034, -0.01518954674659767, 0.029923176856073316
238942, 0.6171364784240723, -1.002514362335205, -13.268620491027832, -0.0171697698533535, 0.009925679303705692, 1.0011647939682007, 0.6561660766601562, 9362.0, 28835.0, 32767.0, 9362.0, 0.0, 8.33057975769043, -0.17794276773929596, 0.2228667140007019, 0.06000139191746712, 0.019773926119929286, -0.016892732887100692, 0.035439789235621744
238952, 0.6170786619186401, -1.0040851831436157, -13.26779556274414, -0.01774793304502964, 0.011072905734181404, 0.9991889595985413, 0.6561660766601562, 9362.0, 28835.0, 32767.0, 9362.0, 0.0, 8.33057975769043, -0.17809611558914185, 0.2229919582605362, 0.060339078307151794, 0.052505761281306504, -0.060375118577098874, 0.02622545980477481
238962, 0.6159847378730774, -1.004810094833374, -13.268996238708496, -0.017917703837156296, 0.012099115177989006, 1.0013158321380615, 0.6124191284179688, 9362.0, 28835.0, 32767.0, 9362.0, 0.0, 8.33057975769043, -0.17792800068855286, 0.22285407781600952, 0.060012102127075195, 0.016789532737945968, -0.019702818804177014, 0.02648459125899005
238972, 0.6164100766181946, -1.0051941871643066, -13.269340515136719, -0.017460467293858528, 0.011288118548691273, 1.0039159059524536, 0.6124191284179688, 9362.0, 28835.0, 32767.0, 9362.0, 0.0, 8.33057975769043, -0.17793317139148712, 0.22285199165344238, 0.060028329491615295, 0.017101103911746553, -0.016583459565708836, 0.038452348147085195
238982, 0.6165053248405457, -1.0053842067718506, -13.270590782165527, -0.01674671098589897, 0.010937263257801533, 1.0009853839874268, 0.5960159301757812, 9362.0, 28835.0, 32767.0, 9362.0, 0.0, 8.33057975769043, -0.17792974412441254, 0.22283366322517395, 0.05998919531702995, 0.0141669158516837, -0.009140812791343933, 0.0285516213850722
238992, 0.6162875294685364, -1.0062671899795532, -13.272732734680176, -0.014878759160637856, 0.009872058406472206, 1.0017386674880981, 0.5960159301757812, 9362.0, 28835.0, 32767.0, 9362.0, 0.0, 8.33057975769043, -0.1779194474220276, 0.22284415364265442, 0.060009490698575974, 0.009506443988821608, -0.009595214521482376, 0.026700974290251703
239002, 0.6170730590820312, -1.0054203271865845, -13.27280330657959, -0.01544087752699852, 0.010552214458584785, 1.0024138689041138, 0.6725692749023438, 9362.0, 28835.0, 32767.0, 9362.0, 0.0, 8.33057975769043, -0.1779310256242752, 0.22283878922462463, 0.06002266705036163, 0.015109259025170376, -0.02000736182583296, 0.03255004267472693
239012, 0.6163924932479858, -1.0060646533966064, -13.273140907287598, -0.0150980893522501, 0.009584695100784302, 1.0035226345062256, 0.6725692749023438, 9362.0, 28835.0, 32767.0, 9362.0, 0.0, 8.33057975769043, -0.17793293297290802, 0.22284825146198273, 0.06001189723610878, 0.017840137542818758, -0.014700761337820722, 0.03663228345718463
239022, 0.6148931384086609, -1.0075500011444092, -13.273900032043457, -0.016812553629279137, 0.010367322713136673, 1.0036914348602295, 0.6588973999023438, 9362.0, 28835.0, 32767.0, 9362.0, 0.0, 8.33057975769043, -0.17793922126293182, 0.22285056114196777, 0.060015492141246796, 0.016149550883384167, -0.026008604675837432, 0.03148435962526626
239032, 0.6150014996528625, -1.007393479347229, -13.273866653442383, -0.015572596341371536, 0.01060614362359047, 1.0013275146484375, 0.6588973999023438, 9362.0, 28835.0, 32767.0, 9362.0, 0.0, 8.33057975769043, -0.1779354214668274, 0.22284525632858276, 0.06003706157207489, 0.022501683492743466, -0.016408861896536564, 0.034649741584112444
239042, 0.6137914657592773, -1.0082257986068726, -13.276798248291016, -0.015830323100090027, 0.011253640055656433, 1.0026795864105225, 0.7518539428710938, 9362.0, 28835.0, 32767.0, 9362.0, 0.0, 8.33057975769043, -0.1779199093580246, 0.22285012900829315, 0.059985626488924026, 0.015044530334439287, -0.019445377475278747, 0.029371535375532574
239052, 0.6146463751792908, -1.007239818572998, -13.277437210083008, -0.01710938848555088, 0.01049247570335865, 1.0033199787139893, 0.7518539428710938, 9362.0, 28835.0, 32767.0, 9362.0, 0.0, 8.33057975769043, -0.17808471620082855, 0.222983255982399, 0.06031538173556328, 0.04878540165372265, -0.05948252020527889, 0.02448482230441433
239062, 0.6146454215049744, -1.0071732997894287, -13.278270721435547, -0.017954867333173752, 0.011062540113925934, 1.005018711090088, 0.7545852661132812, 9362.0, 28835.0, 32767.0, 9362.0, 0.0, 8.33057975769043, -0.17790520191192627, 0.2228373885154724, 0.060000162571668625, 0.009714685045532339, -0.012316716284431095, 0.025008553523078667
239072, 0.6161618232727051, -1.0077729225158691, -13.277864456176758, -0.016966920346021652, 0.009956485591828823, 0.9996907711029053, 0.7545852661132812, 9362.0, 28835.0, 32767.0, 9362.0, 0.0, 8.33057975769043, -0.17792807519435883, 0.22282329201698303, 0.05998578667640686, 0.02444020896436751, -0.009715704080264231, 0.031154693921348342
239082, 0.6154529452323914, -1.0089465379714966, -13.278685569763184, -0.016599219292402267, 0.010764476843178272, 1.000537395477295, 0.803802490234375, 9362.0, 28835.0, 32767.0, 9362.0, 0.0, 8.33057975769043, -0.1779276728630066, 0.2228413075208664, 0.05999678745865822, 0.012011013467077307, -0.019159592162253603, 0.03202901682292465
239092, 0.6149174571037292, -1.0087138414382935, -13.279248237609863, -0.016201116144657135, 0.00940838921815157, 1.0028605461120605, 0.803802490234375, 9362.0, 28835.0, 32767.0, 9362.0, 0.0, 8.33057975769043, -0.1779148429632187, 0.22282324731349945, 0.05996820330619812, 0.017927261469651, -0.012424522832986895, 0.026016800999408396
239102, 0.6152234077453613, -1.0064268112182617, -13.28014087677002, -0.016582157462835312, 0.010237390175461769, 1.0028648376464844, 0.7682571411132812, 9362.0, 28835.0, 32767.0, 9362.0, 0.0, 8.33057975769043, -0.1779288500547409, 0.22284464538097382, 0.059982165694236755, 0.018617160639770442, -0.009400238181456189, 0.029712363001394227
239112, 0.6150531768798828, -1.0050588846206665, -13.28055477142334, -0.017676513642072678, 0.010899722576141357, 1.0010093450546265, 0.7682571411132812, 9362.0, 28835.0, 32767.0, 9362.0, 0.0, 8.33057975769043, -0.1779283732175827, 0.22283951938152313, 0.059988800436258316, 0.020463416547369013, -0.01624157008785687, 0.028286040070558363
239122, 0.6149745583534241, -1.0058525800704956, -13.281696319580078, -0.018622126430273056, 0.011099625378847122, 0.9993424415588379, 0.82293701171875, 9362.0, 28835.0, 32767.0, 9362.0, 0.0, 8.310744285583496, -0.17792712152004242, 0.22283734381198883, 0.060003139078617096, 0.0003559287029370242, -0.02121982265273914, 0.02599819494580829
239132, 0.6150090098381042, -1.0077760219573975, -13.282282829284668, -0.016782814636826515, 0.010786055587232113, 1.0017603635787964, 0.82293701171875, 9362.0, 28835.0, 32767.0, 9362.0, 0.0, 8.33057975769043, -0.17793598771095276, 0.22284191846847534, 0.059990350157022476, 0.017204611636276172, -0.017748606985890092, 0.031025181527922163
239142, 0.6144106984138489, -1.0089499950408936, -13.283392906188965, -0.01599278673529625, 0.009934712201356888, 1.0031667947769165, 0.9405059814453125, 9362.0, 28835.0, 32767.0, 9362.0, 0.0, 8.33057975769043, -0.17792531847953796, 0.2228425145149231, 0.05997975543141365, 0.017557038725709604, -0.01607258058811567, 0.03677128021045314
239152, 0.6140469908714294, -1.009432077407837, -13.284558296203613, -0.016062118113040924, 0.009761132299900055, 1.0033832788467407, 0.9405059814453125, 9362.0, 28835.0, 32767.0, 9362.0, 0.0, 8.33057975769043, -0.17793484032154083, 0.22283005714416504, 0.06002023071050644, 0.02093132979437452, -0.022250276842953554, 0.025842224912096638
239162, 0.6126996278762817, -1.0107781887054443, -13.284905433654785, -0.015727566555142403, 0.010042776353657246, 1.0037697553634644, 0.8858261108398438, 9362.0, 28835.0, 32767.0, 9362.0, 0.0, 8.33057975769043, -0.17794062197208405, 0.22285759449005127, 0.0600174255669117, 0.01570983076058039, -0.022155339039500177, 0.02908076633653434
239172, 0.6136505603790283, -1.0108904838562012, -13.286898612976074, -0.01565464958548546, 0.011092502623796463, 1.0016577243804932, 0.8858261108398438, 9362.0, 28835.0, 32767.0, 9362.0, 0.0, 8.33057975769043, -0.17792046070098877, 0.22283567488193512, 0.059977684170007706, 0.015661853075205304, -0.023632791744176984, 0.02645607349035638
239182, 0.6130558252334595, -1.011935830116272, -13.2872314453125, -0.017236091196537018, 0.010503103025257587, 1.0028177499771118, 0.8448104858398438, 9362.0, 28835.0, 32767.0, 9362.0, 0.0, 8.33057975769043, -0.17793633043766022, 0.2228393852710724, 0.06000850722193718, 0.01341534816061216, -0.023926722259091093, 0.03118043195438103
239192, 0.6129335165023804, -1.0112037658691406, -13.288768768310547, -0.015795603394508362, 0.01009996235370636, 1.000539779663086, 0.8448104858398438, 9362.0, 28835.0, 32767.0, 9362.0, 0.0, 8.33057975769043, -0.177943155169487, 0.22282756865024567, 0.06000981107354164, 0.011885224342064332, -0.02643079987538499, 0.024283710094058133
239202, 0.6113771796226501, -1.0116029977798462, -13.289857864379883, -0.016812410205602646, 0.010599790140986443, 1.0012961626052856, 0.8119964599609375, 9362.0, 28835.0, 32767.0, 9362.0, 0.0, 8.33057975769043, -0.17810212075710297, 0.22298774123191833, 0.060326896607875824, 0.047032013859462075, -0.0644462359122997, 0.034436145017286895
239212, 0.6107979416847229, -1.0112966299057007, -13.290534019470215, -0.014309730380773544, 0.01173415407538414, 1.0023539066314697, 0.8119964599609375, 9362.0, 28835.0, 32767.0, 9362.0, 0.0, 8.33057975769043, -0.17792467772960663, 0.2228412628173828, 0.059992715716362, 0.012270620811871299, -0.018629377771276268, 0.028058983011188376
239222, 0.610075056552887, -1.0113683938980103, -13.292266845703125, -0.014363724738359451, 0.01057389285415411, 1.0012911558151245, 0.80926513671875, 9362.0, 28835.0, 32767.0, 9362.0, 0.0, 8.33057975769043, -0.17793801426887512, 0.222833052277565, 0.05997764691710472, 0.017508436686458566, -0.011843279506393856, 0.039147986161846574
239232, 0.6089799404144287, -1.0136042833328247, -13.292143821716309, -0.014777417294681072, 0.008585117757320404, 1.0017967224121094, 0.80926513671875, 9362.0, 28835.0, 32767.0, 9362.0, 0.0, 8.33057975769043, -0.17808674275875092, 0.22298012673854828, 0.06032067909836769, 0.052355538844059836, -0.06175605966203079, 0.024522484608817608
239242, 0.6101142764091492, -1.0143492221832275, -13.292037963867188, -0.0160200372338295, 0.008838750422000885, 1.0009998083114624, 0.72998046875, 9362.0, 28835.0, 32767.0, 9362.0, 0.0, 8.33057975769043, -0.17792901396751404, 0.22284303605556488, 0.06001495569944382, 0.011394079835052105, -0.023391420155462583, 0.02740039256958401
239252, 0.6108214259147644, -1.0138816833496094, -13.292156219482422, -0.01926732435822487, 0.011124948970973492, 1.0016108751296997, 0.72998046875, 9362.0, 28835.0, 32767.0, 9362.0, 0.0, 8.33057975769043, -0.17792798578739166, 0.22285401821136475, 0.06001419201493263, 0.016140428782365688, -0.029479341837173934, 0.03503728387569989
239262, 0.6097059845924377, -1.0144070386886597, -13.29340648651123, -0.0192610714584589, 0.01210862584412098, 1.0031213760375977, 0.7272491455078125, 9362.0, 28835.0, 32767.0, 9362.0, 0.0, 8.33057975769043, -0.177934929728508, 0.22284750640392303, 0.05999424308538437, 0.019894996706438867, -0.02477493090327698, 0.040170021668694426
239272, 0.6086298823356628, -1.015516996383667, -13.293190956115723, -0.017220091074705124, 0.009360573254525661, 1.0022459030151367, 0.7272491455078125, 9362.0, 28835.0, 32767.0, 9362.0, 0.0, 8.33057975769043, -0.17792144417762756, 0.2228410840034485, 0.0600275956094265, 0.016427141017908885, -0.009313180912442931, 0.022313753099766687
239282, 0.6089444160461426, -1.0167603492736816, -13.293314933776855, -0.017434829846024513, 0.010821056552231312, 1.0014179944992065, 0.710845947265625, 9362.0, 28835.0, 32767.0, 9362.0, 0.0, 8.33057975769043, -0.1779339462518692, 0.2228444367647171, 0.0600057989358902, 0.011132910571652131, -0.01676742292227118, 0.032958306999233744
239292, 0.6077948212623596, -1.0156080722808838, -13.295077323913574, -0.01799321174621582, 0.010463537648320198, 1.001125454902649, 0.710845947265625, 9362.0, 28835.0, 32767.0, 9362.0, 0.0, 8.33057975769043, -0.17794589698314667, 0.222846120595932, 0.060027170926332474, 0.01338982221318158, -0.024802731491064378, 0.04280532224928676
239302, 0.6085754632949829, -1.01642644405365, -13.29584789276123, -0.01611676625907421, 0.010151803493499756, 1.0017471313476562, 0.6780319213867188, 9362.0, 28835.0, 32767.0, 9362.0, 0.0, 8.33057975769043, -0.17793871462345123, 0.22285306453704834, 0.06002328544855118, 0.02093502369578021, -0.020364037432528903, 0.03160639431911471
239312, 0.610034167766571, -1.0174866914749146, -13.295943260192871, -0.016081416979432106, 0.01015816256403923, 1.0030441284179688, 0.6780319213867188, 9362.0, 28835.0, 32767.0, 9362.0, 0.0, 8.33057975769043, -0.1779334843158722, 0.2228509783744812, 0.06002099812030792, 0.025311292945930985, -0.020396883458602133, 0.03834359596546043
239322, 0.6103523969650269, -1.0165133476257324, -13.296915054321289, -0.014878867194056511, 0.010827112011611462, 1.0018601417541504, 0.6999053955078125, 9362.0, 28835.0, 32767.0, 9362.0, 0.0, 8.33057975769043, -0.17811167240142822, 0.2229968011379242, 0.06032738834619522, 0.051488749787151844, -0.06296805520730686, 0.03707800668843071
239332, 0.6098621487617493, -1.015283465385437, -13.296868324279785, -0.017087019979953766, 0.012908164411783218, 1.0008033514022827, 0.6999053955078125, 9362.0, 28835.0, 32767.0, 9362.0, 0.0, 8.33057975769043, -0.17793059349060059, 0.22286085784435272, 0.06000478193163872, 0.021130106612988652, -0.01962509460571482, 0.03277104306988762
239342, 0.6098262667655945, -1.01539146900177, -13.297125816345215, -0.018586546182632446, 0.012217218056321144, 1.0005178451538086, 0.7272491455078125, 9362.0, 28835.0, 32767.0, 9362.0, 0.0, 8.33057975769043, -0.1779271960258484, 0.22285905480384827, 0.060002751648426056, 0.014257789752699488, -0.013906271507579504, 0.04028870689439961
