timeTick, otX0, otY0, otZ0, otRoll0, otPitch0, otYaw0, otX1, otY1, otZ1, otRoll1, otPitch1, otYaw1, rlX1, rlY1, rlZ1, rlYaw1, dist1, PX1, PY1, PZ1, PYaw1, vx0, vy0, vz0, r0, vx1, vy1, vz1, r1
297045, 0.4972529411315918, -0.9769514203071594, 0.07594569772481918, 0.2533441234178661, -0.57472450799699, -2.7181070524083673, -0.6299622654914856, 0.04296145960688591, 0.050139058381319046, 0.49853239497832946, -0.10372481313666526, -4.406636089927823, -0.9267463088035583, -1.2224072217941284, 0.009805435314774513, 1.9665298461914062, 1.5177040100097656, 0.6814735531806946, 0.39191535115242004, 0.1438707858324051, 0.18518780171871185, 0.07835923135280609, 0.10324709862470627, -0.003956417087465525, 0.00041875732131302357, 0.031181786209344864, -0.05426937714219093, -0.10440585762262344, 0.0006590019911527634
297075, 0.49734023213386536, -0.9768826365470886, 0.07595992088317871, 0.25231506054153197, -0.5527885638356906, -2.7665093004506893, -0.629956841468811, 0.042954474687576294, 0.05013284087181091, 0.4954249788397123, -0.10377346737664084, -4.4070135661970635, -0.9265196919441223, -1.2221062183380127, 0.009688682854175568, 1.9665632247924805, 1.4977121353149414, 0.6822113990783691, 0.3923519551753998, 0.14381583034992218, 0.18525981903076172, 0.07835091650485992, 0.10329508781433105, 0.014526900835335255, -0.0001727015624055639, 0.031201090663671494, -0.054265137761831284, -0.10158738493919373, 0.00046759078395552933
297085, 0.4972432851791382, -0.9769628643989563, 0.07594489306211472, 0.2521572627858523, -0.5799970932516771, -2.7180627773503843, -0.6299508213996887, 0.04295732453465462, 0.05013354495167732, 0.4898119957109517, -0.10661858855490891, -4.412876179876105, -0.9259746670722961, -1.2213729619979858, 0.009810656309127808, 1.9665825366973877, 1.501520037651062, 0.682461142539978, 0.3924941122531891, 0.143805593252182, 0.185283824801445, 0.07834973931312561, 0.10330822318792343, 0.01430493127554655, -0.00018584245117381215, 0.031218597665429115, -0.054259005934000015, -0.09911898523569107, 0.0003974044811911881
297105, 0.49727663397789, -0.9769123196601868, 0.07596862316131592, 0.2663336835086518, -0.5637889458397467, -2.728268034094258, -0.629956066608429, 0.042956747114658356, 0.05011549964547157, 0.5002687695874057, -0.10008035368508672, -4.406623719925085, -0.9262211322784424, -1.2217249870300293, 0.007034086622297764, 1.9666056632995605, 1.5338878631591797, 0.6829632520675659, 0.39277634024620056, 0.1438184678554535, 0.18533183634281158, 0.07834867388010025, 0.10333351045846939, 0.11521153897047043, -0.0003610412240959704, 0.031218597665429115, -0.054259005934000015, -0.09911898523569107, 0.00046071194810792804
297125, 0.4972308278083801, -0.9769584536552429, 0.0759536400437355, 0.25224984650640864, -0.5812720297619194, -2.724265723774573, -0.6299504041671753, 0.042954664677381516, 0.05013386532664299, 0.49702333652924024, -0.09997150266039512, -4.405272368656605, -0.9258550405502319, -1.2212337255477905, 0.0064639197662472725, 1.9666414260864258, 1.51580011844635, 0.6834685802459717, 0.39305582642555237, 0.14380428194999695, 0.18537984788417816, 0.07834453880786896, 0.10335854440927505, 0.10208331048488617, -0.0001572385081090033, 0.031235335394740105, -0.05425412580370903, -0.02699444442987442, 0.0008870968013070524
297135, 0.49724525213241577, -0.9769592881202698, 0.0759509950876236, 0.24360902361174572, -0.5762754423736567, -2.7195205065007233, -0.6299498677253723, 0.04295870289206505, 0.050129055976867676, 0.4942149203010512, -0.10182660395383891, -4.413101675678918, -0.9252946376800537, -1.2204645872116089, 0.006431596353650093, 1.9666624069213867, 1.4996159076690674, 0.6837186813354492, 0.39319851994514465, 0.14379747211933136, 0.18540385365486145, 0.0783458799123764, 0.1033676266670227, 0.15024390816688538, 2.5388306312379427e-05, 0.03123590722680092, -0.05425243452191353, -0.026522813364863396, 0.0008527439786121249
297145, 0.49724748730659485, -0.9769452810287476, 0.0759647786617279, 0.24536230998499145, -0.5785635969837415, -2.724027646196462, -0.6299426555633545, 0.042962078005075455, 0.050137292593717575, 0.49906092707242766, -0.09187709724611182, -4.408487562463483, -0.9253243803977966, -1.2205145359039307, 0.0047507863491773605, 1.9666699171066284, 1.5196080207824707, 0.6839678287506104, 0.39334216713905334, 0.1437830626964569, 0.18542785942554474, 0.07835071533918381, 0.10337594151496887, 0.14826972782611847, 7.20572643331252e-05, 0.03123590722680092, -0.05425243452191353, -0.026522813364863396, 0.0008527439786121249
297185, 0.4972514510154724, -0.9769583344459534, 0.07595931738615036, 0.25452041831002437, -0.5773173031798535, -2.7192921908758563, -0.629951536655426, 0.042970966547727585, 0.050116024911403656, 0.49489499598858616, -0.10631009858329321, -4.4033890596842635, -0.9231817126274109, -1.217665672302246, 0.006937198340892792, 1.9667152166366577, 1.4977121353149414, 0.6847103238105774, 0.39377886056900024, 0.14375394582748413, 0.1854998767375946, 0.07836847752332687, 0.10340525209903717, 0.024285444989800453, 0.0002598489518277347, 0.031242208555340767, -0.0542449988424778, 0.02264893800020218, 0.00042577460408210754
297195, 0.4972429573535919, -0.9769654273986816, 0.07595878839492798, 0.2500421646992545, -0.5729389126176159, -2.7001293525878984, -0.629950761795044, 0.04296184703707695, 0.050109364092350006, 0.49572498388328273, -0.10577891087959301, -4.411159935535547, -0.9230625629425049, -1.2175294160842896, 0.0074713751673698425, 1.9667178392410278, 1.5110399723052979, 0.6852049231529236, 0.394071489572525, 0.14381712675094604, 0.18554788827896118, 0.07838232070207596, 0.10342545807361603, -0.022251524031162262, 5.147674892214127e-05, 0.031246306374669075, -0.0542416013777256, 0.02232261560857296, 7.646517769899219e-05
297205, 0.4972388744354248, -0.9769507646560669, 0.0759798139333725, 0.24033972983183527, -0.5756314322557614, -2.71271676238433, -0.6299542188644409, 0.042965058237314224, 0.05012642219662666, 0.49475253678788345, -0.1007430442758448, -4.411717798816631, -0.9232351779937744, -1.2177544832229614, 0.007356573827564716, 1.966718316078186, 1.5205600261688232, 0.6854533553123474, 0.39421719312667847, 0.14385659992694855, 0.18557189404964447, 0.07838936150074005, 0.10343582183122635, -0.022180402651429176, 3.0667106329929084e-05, 0.03125488758087158, -0.05424061045050621, -0.03778499737381935, -0.00022875935246702284
